City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,kolyvan',55.3053,82.7391,283.48,75,100,4.35,RU,1686371091
366,isangel,-19.55,169.2667,296.36,61,66,5.71,VU,1686371092
367,kaa-khem,51.6833,94.7333,299.78,40,55,1.34,RU,1686371092
368,geraldton,-28.7667,114.6,294.38,49,0,1.54,AU,1686370980
369,gaspe,48.8334,-64.4819,280.27,100,75,0.0,CA,1686371092
370,saint-joseph,-21.3667,55.6167,296.26,78,19,5.17,RE,1686371092
371,oamaru,-45.0784,170.9801,283.92,77,1,4.45,NZ,1686371092
372,val-d'or,48.1002,-77.7828,286.2,71,75,3.6,CA,1686371015
373,tangalle,6.024,80.7911,304.24,68,97,6.4,LK,1686371093
374,san patricio,28.017,-97.5169,300.5,81,0,4.53,US,1686371093
375,shanwei,22.782,115.3475,303.09,70,63,3.13,CN,1686371094
376,codrington,-38.2667,141.9667,286.6,82,100,5.09,AU,1686371094
377,kochkor-ata,41.0389,72.4833,303.95,25,48,2.72,UZ,1686371094
378,puerto deseado,-47.7503,-65.8938,276.2,77,51,12.05,AR,1686371094
379,lagoa,39.05,-27.9833,290.49,76,6,6.58,PT,1686371095
380,fort st. john,56.2499,-120.8529,296.09,56,100,2.06,CA,1686370906
381,al jawf,29.5,38.75,302.01,29,46,4.0,SA,1686371095
382,baishan,41.9431,126.4286,296.58,39,47,1.92,CN,1686371095
383,whitehorse,60.7161,-135.0538,288.45,47,75,5.14,CA,1686371095
384,kashgar,39.4547,75.9797,301.71,24,0,3.0,CN,1686371096
385,timbuktu,16.7735,-3.0074,305.82,15,23,3.14,ML,1686371096
386,egilsstadir,65.2653,-14.3948,284.1,66,75,8.23,IS,1686371096
387,san agustin de valle fertil,-30.6335,-67.4682,285.4,47,24,0.86,AR,1686371096
388,neryungri,56.6709,124.6491,295.91,45,38,0.28,RU,1686371061
389,saint-francois,46.4154,3.9054,288.84,94,100,0.51,FR,1686371097
390,papao,-17.75,-149.55,299.97,67,66,7.15,PF,1686371097
391,pesqueira,-8.3578,-36.6964,291.59,98,72,1.99,BR,1686371097
392,mapimi,25.8167,-103.85,302.34,20,2,1.46,MX,1686371097
393,arno,60.1167,18.6333,282.47,62,100,2.12,SE,1686371098
394,panambi,-28.2925,-53.5017,291.25,62,0,4.61,BR,1686371098
395,san andres,12.5847,-81.7006,301.16,83,20,1.54,CO,1686370995
396,kirakira,-10.4544,161.9205,301.8,73,92,2.76,SB,1686371098
397,podzvizd,45.1742,15.8736,287.48,96,70,0.57,BA,1686371098
398,oyama,36.3,139.8,300.7,66,100,2.0,JP,1686371098
399,pitimbu,-7.4706,-34.8086,297.48,72,96,3.92,BR,1686370869
400,kenai,60.5544,-151.2583,286.19,51,0,5.14,US,1686371099
401,baie-mahault,16.2674,-61.5854,300.09,83,0,2.57,GP,1686371099
402,miquelon,47.0975,-56.3814,283.15,99,100,4.35,PM,1686371099
403,karratha,-20.7377,116.8463,298.52,35,80,1.27,AU,1686370880
404,elverum,60.8819,11.5623,282.69,50,2,1.44,NO,1686371099
405,lloydminster,53.2835,-110.0016,290.27,67,40,5.14,CA,1686371100
406,yaren,-0.5472,166.916,300.99,77,75,7.22,NR,1686371100
407,bumba,2.1833,22.4667,293.64,98,79,1.26,CD,1686371100
408,lijiang,26.8688,100.2207,285.1,93,100,1.54,CN,1686371100
409,male,4.1748,73.5089,304.12,79,75,4.12,MV,1686371101
410,taunggyi,20.7833,97.0333,297.49,61,91,2.63,MM,1686371101
411,newnham,-41.3833,147.1333,286.59,75,40,9.77,AU,1686371101
412,castillos,-34.1667,-53.8333,285.44,73,100,3.69,UY,1686371101
413,antofagasta,-23.65,-70.4,289.75,85,63,1.13,CL,1686370942
414,redmond,47.674,-122.1215,285.71,90,100,0.45,US,1686370802
415,caleta de carquin,-11.0925,-77.6267,293.86,82,36,4.93,PE,1686371102
416,ust-tsilma,65.441,52.1498,276.49,97,100,5.2,RU,1686371102
417,aswan,24.0934,32.907,303.88,25,2,2.98,EG,1686371102
418,bel ombre,-4.6167,55.4167,301.06,74,20,5.14,SC,1686371103
419,megion,61.0296,76.1136,288.16,59,96,2.31,RU,1686371103
420,howard springs,-12.497,131.047,306.1,30,75,4.34,AU,1686371103
421,jijiga,9.35,42.8,290.3,90,84,4.46,ET,1686371103
422,homer,59.6425,-151.5483,285.03,60,40,2.57,US,1686371103
423,iquitos,-3.7481,-73.2472,297.17,94,75,2.57,PE,1686371104
424,kauhava,63.103,23.0713,281.15,58,0,1.03,FI,1686371104
425,muynoq,43.7683,59.0214,299.24,30,2,5.37,UZ,1686371104
426,yulinshi,38.2906,109.7494,299.9,14,0,4.8,CN,1686371104
427,magistral'nyy,56.1725,107.4458,299.97,33,100,3.42,RU,1686371105
428,pokhara,28.2333,83.9833,305.63,29,0,2.92,NP,1686371105
429,vanimo,-2.6741,141.3028,302.37,73,38,2.66,PG,1686371105
430,jertih,5.7336,102.4897,307.08,59,20,0.67,MY,1686371105
431,oranjemund,-28.55,16.4333,285.54,89,0,1.76,NA,1686371106
432,usogorsk,63.4106,48.6872,275.37,95,100,5.66,RU,1686371106
433,hattiesburg,31.3271,-89.2903,297.09,93,0,0.0,US,1686370893
434,maun,-19.9833,23.4167,289.13,29,0,4.12,BW,1686371106
435,lesnoy,57.6198,63.0784,288.52,53,37,3.89,RU,1686371106
436,newbiggin-by-the-sea,55.1853,-1.5147,284.2,87,75,1.54,GB,1686371107
437,ulsteinvik,62.3432,5.8487,284.97,87,74,0.45,NO,1686371107
438,neiafu,-18.65,-173.9833,297.53,88,75,1.54,TO,1686371107
439,alofi,-19.0595,-169.9187,300.09,83,39,2.06,NU,1686371107
440,soloma,15.7167,-91.45,289.59,88,70,0.9,GT,1686371107
441,heilbron,-27.2812,27.9709,277.1,69,0,2.19,ZA,1686371108
442,chichimila,20.6167,-88.2167,296.99,86,0,1.25,MX,1686371108
443,ashland,40.8167,-82.2665,286.0,85,76,2.08,US,1686371108
444,brokopondo,4.75,-55.1667,298.7,86,98,2.84,SR,1686371108
445,sidi ifni,29.3797,-10.173,291.72,88,2,3.29,MA,1686371109
446,riosucio,5.4216,-75.7032,288.39,98,94,0.44,CO,1686371109
447,yerofey pavlovich,53.9667,121.9667,294.4,49,93,1.49,RU,1686371109
448,turuntayevo,52.2,107.6167,299.2,17,82,1.82,RU,1686371109
449,severoural'sk,60.1533,59.952,286.75,60,100,4.65,RU,1686371110
450,qorovulbozor,39.5006,64.7936,300.99,18,49,10.47,UZ,1686371110
451,hovd,48.0056,91.6419,299.2,24,7,2.39,MN,1686371110
452,song cau,13.45,109.2167,305.4,59,95,3.83,VN,1686371110
453,korla,41.7597,86.1469,306.82,11,46,3.76,CN,1686371110
454,mossel bay,-34.1831,22.146,282.11,75,0,2.07,ZA,1686371111
455,puerto madero,14.7208,-92.4215,298.26,100,100,0.0,MX,1686371111
456,necochea,-38.5473,-58.7368,280.28,47,9,5.93,AR,1686371111
457,katsuren-haebaru,26.3369,127.8719,303.04,81,75,6.17,JP,1686371111
458,bonham,33.5773,-96.1783,299.2,76,0,2.57,US,1686371111
459,auki,-8.7676,160.7034,302.45,65,76,1.05,SB,1686371111
460,qarazhal,48.0078,70.7903,293.88,45,0,6.6,KZ,1686371112
461,ancud,-41.8697,-73.8203,280.11,78,11,4.72,CL,1686370940
462,basudebpur,21.1353,86.7386,307.94,54,88,5.0,IN,1686371112
463,bikenibeu village,1.3673,173.1241,304.13,74,75,3.09,KI,1686371112
464,chittaurgarh,24.8833,74.6333,307.69,33,0,5.59,IN,1686371112
465,mitsamiouli,-11.3847,43.2844,297.31,83,20,1.03,KM,1686371113
466,eusebio ayala,-25.4,-56.9667,291.66,83,0,1.76,PY,1686371113
467,bardai,11.65,7.2333,296.28,82,93,4.37,NG,1686371113
468,salekhard,66.53,66.6019,285.3,43,100,8.23,RU,1686371113
469,arteche,12.2645,125.4048,306.05,58,100,2.51,PH,1686371113
470,dan gora,11.5349,8.1522,297.5,77,41,4.54,NG,1686371114
471,imbituba,-28.24,-48.6703,293.63,62,4,2.66,BR,1686371114
472,nikolayevsk-on-amure,53.1406,140.73,300.06,34,70,2.13,RU,1686371114
473,alesund,62.4723,6.1549,284.82,90,0,0.0,NO,1686371114
474,vina del mar,-33.0246,-71.5518,284.86,58,40,2.57,CL,1686370920
475,moose jaw,50.4001,-105.5344,291.29,55,6,4.12,CA,1686371115
476,borogontsy,62.6683,131.1683,294.67,33,28,3.28,RU,1686371115
477,clearfield,41.1253,-78.75,284.38,83,100,3.09,US,1686371115
478,sinabang,2.4803,96.3801,301.83,74,91,0.64,ID,1686371115
479,arar,30.9753,41.0381,301.16,28,40,4.12,SA,1686371115
480,muroto-misakicho,33.2833,134.15,294.54,91,100,5.69,JP,1686371116
481,konarka,19.9,86.1167,306.37,72,100,4.16,IN,1686371116
482,al kharijah,25.4514,30.5464,299.29,38,0,3.57,EG,1686371116
483,hamar,60.7945,11.068,282.82,54,4,0.64,NO,1686371061
484,mana,5.6592,-53.7767,298.16,91,71,2.47,GF,1686371116
485,port isabel,26.0734,-97.2086,300.78,85,0,6.17,US,1686371117
486,kapa'a,22.0752,-159.319,298.67,81,20,6.17,US,1686371117
487,shizunai-furukawacho,42.3339,142.3669,288.57,85,97,3.65,JP,1686371117
488,hell-ville,-13.4,48.2667,295.08,75,40,1.03,MG,1686371118
489,merizo village,13.2658,144.6691,304.41,77,96,4.57,GU,1686371118
490,arauco,-37.2463,-73.3175,281.95,82,96,2.4,CL,1686371118
491,dwarka,22.2394,68.9678,303.86,74,10,5.28,IN,1686371118
492,urzhar,47.093,81.6294,306.76,20,33,3.07,KZ,1686371119
493,antigonish,45.6169,-61.9986,282.91,95,87,1.92,CA,1686371119
494,alvaraes,-3.2208,-64.8042,296.51,97,98,0.65,BR,1686371119
495,cururupu,-1.8283,-44.8683,296.74,97,20,1.43,BR,1686371119
496,carnarvon,-24.8667,113.6333,293.76,54,0,3.89,AU,1686371119
497,belyy yar,53.6039,91.3903,299.09,53,0,1.0,RU,1686371119
498,griffith,41.5284,-87.4237,288.76,56,0,1.54,US,1686371120
499,mugia,43.1041,-9.2179,290.87,95,93,5.06,ES,1686371120
500,novo aripuana,-5.1206,-60.3797,297.33,88,95,0.99,BR,1686371120
501,yasnyy,51.0333,59.8742,292.31,42,0,3.9,RU,1686371120
502,susuman,62.7833,148.1667,293.51,31,85,1.8,RU,1686371120
503,holualoa,19.6228,-155.9522,296.74,79,100,4.12,US,1686371121
504,huarmey,-10.0681,-78.1522,294.69,83,19,4.36,PE,1686371121
505,coronel suarez,-37.4547,-61.9334,279.32,31,100,4.24,AR,1686371121
506,colby,39.3958,-101.0524,290.33,81,40,6.71,US,1686371053
507,dalandzadgad,43.5708,104.425,299.33,20,66,4.41,MN,1686371121
508,sitia,35.2,26.0986,295.92,69,15,4.18,GR,1686371121
509,aykhal,66.0,111.5,285.74,95,100,5.92,RU,1686371122
510,sisimiut,66.9395,-53.6735,279.02,83,100,4.87,GL,1686371122
511,wagrowiec,52.8084,17.1996,290.0,86,85,5.21,PL,1686371122
512,ikot ekpene,5.1794,7.7108,295.9,97,68,1.61,NG,1686371122
513,praia,14.9215,-23.5087,297.45,78,20,5.14,CV,1686371123
514,novyy urgal,51.0736,132.5642,298.12,44,100,0.2,RU,1686371123
515,nidau,47.1255,7.2403,290.52,89,100,0.0,CH,1686371123
516,novofedorivka,46.1713,32.3178,292.13,67,100,5.78,UA,1686371123
517,qionghu,28.843,112.3522,307.73,41,68,2.34,CN,1686371124
518,pajara,28.3504,-14.1076,291.88,77,0,1.68,ES,1686371124
519,fatehpur sikri,27.1,77.6667,311.79,23,30,6.9,IN,1686371124
520,kuqa,41.7278,82.9364,306.87,10,19,0.96,CN,1686371124
521,yuma,32.7253,-114.6244,302.03,18,0,3.09,US,1686371125
522,singrauli,24.1997,82.6753,310.83,20,0,2.5,IN,1686371125
523,pechora,65.1472,57.2244,280.72,90,100,6.06,RU,1686371125
524,san cristobal,7.7669,-72.225,296.25,95,78,1.14,VE,1686371126
525,piti village,13.4626,144.6933,304.62,75,75,5.66,GU,1686371126
526,wewak,-3.5534,143.6268,301.57,76,87,1.37,PG,1686371126
527,kill devil hills,36.0307,-75.676,291.26,73,0,2.06,US,1686370859
528,ulan bator,47.9077,106.8832,297.22,17,0,4.0,MN,1686371103
529,tugulym,57.0591,64.6425,287.22,48,4,2.15,RU,1686371127
530,puerto baquerizo moreno,-0.9,-89.6,299.17,82,85,3.55,EC,1686371127
531,santa ana de yacuma,-13.75,-65.4333,297.36,79,0,2.52,BO,1686371128
532,krylovskaya,46.3194,39.9711,293.11,69,98,0.89,RU,1686371128
533,galliano,29.4422,-90.2992,298.12,88,0,0.0,US,1686371128
534,fukuecho,32.6881,128.8419,295.35,94,75,4.63,JP,1686371128
535,gorontalo,0.5412,123.0595,305.44,58,16,3.13,ID,1686370852
536,alakurtti,66.9672,30.3491,279.34,59,11,2.96,RU,1686371128
537,arteaga,18.4667,-102.4167,292.74,92,31,2.25,MX,1686371129
538,qamdo,31.1667,97.2333,278.7,77,100,1.42,CN,1686371129
539,warmbad,-28.45,18.7333,282.23,73,0,4.08,NA,1686371129
540,yeppoon,-23.1333,150.7333,298.03,70,1,4.92,AU,1686371129
541,nowshahr,36.649,51.496,296.12,73,20,0.0,IR,1686371129
542,puerto san jose,13.9256,-90.8244,301.06,82,82,1.09,GT,1686371130
543,uchaly,54.2996,59.4521,288.9,54,10,2.93,RU,1686370877
544,abha,18.2164,42.5053,295.29,23,0,0.0,SA,1686371074
545,surgut,61.25,73.4167,285.98,66,40,2.0,RU,1686371030
546,akureyri,65.6835,-18.0878,282.11,61,20,5.14,IS,1686370862
547,shingu,33.7333,135.9833,296.49,78,100,3.62,JP,1686371131
548,svetlyy,54.675,20.1347,287.18,61,42,6.21,RU,1686371131
549,fortuna,40.5982,-124.1573,284.57,95,100,3.09,US,1686371131
550,kasongo,-4.45,26.6667,292.22,68,64,0.4,CD,1686371132
551,dem'yanovo,60.3511,47.0842,279.75,65,62,5.1,RU,1686371132
552,makoua,0.0069,15.6333,294.38,98,100,0.83,CG,1686371132
553,wajir,1.7471,40.0573,296.51,80,88,4.13,KE,1686371132
554,basco,20.4487,121.9702,302.1,75,59,4.42,PH,1686371132
555,saldanha,-33.0117,17.9442,284.18,87,3,2.54,ZA,1686371133
556,olutanga,7.3106,122.8464,301.89,71,100,3.85,PH,1686371133
557,quesnel,52.9999,-122.5029,293.43,56,100,1.54,CA,1686371133
558,santa cruz,-17.8,-63.1667,296.85,94,20,5.66,BO,1686370932
559,akobo,7.4344,3.9497,295.2,98,87,1.21,NG,1686371134
560,north bend,43.4065,-124.2243,286.33,88,100,2.57,US,1686371134
561,pombas,17.1503,-25.0201,298.03,86,7,2.94,CV,1686371134
562,prado,-17.3411,-39.2208,294.52,92,4,1.72,BR,1686371134
563,acarau,-2.8856,-40.12,298.54,86,4,5.3,BR,1686370888
564,gulu,2.7746,32.299,291.29,92,89,1.52,UG,1686371135
